participant_id,dark_period_ts,lights_on_ts,trial,condition,melanopic_edi,photopic_lux
314,2025-03-21T10:40:23Z,2025-03-21T11:00:21Z,9,1,392,486
314,2025-03-21T10:40:23Z,2025-03-21T11:01:33Z,10,1,392,486
314,2025-03-21T10:40:23Z,2025-03-21T11:02:46Z,11,3,1967,2420
314,2025-03-21T10:40:23Z,2025-03-21T11:03:58Z,12,2,912,1074
314,2025-03-21T10:40:23Z,2025-03-21T11:05:10Z,13,1,392,486
314,2025-03-21T10:40:23Z,2025-03-21T11:06:23Z,14,2,912,1074
314,2025-03-21T10:40:23Z,2025-03-21T11:07:37Z,15,2,912,1074
314,2025-03-21T10:40:23Z,2025-03-21T11:08:50Z,16,0,0,0
314,2025-03-21T10:40:23Z,2025-03-21T11:10:03Z,17,5,8408,9822
314,2025-03-21T10:40:23Z,2025-03-21T11:11:17Z,18,0,0,0
314,2025-03-21T10:40:23Z,2025-03-21T11:12:30Z,19,4,3906,4532
314,2025-03-21T10:40:23Z,2025-03-21T11:13:42Z,20,4,3906,4532
314,2025-03-21T10:40:23Z,2025-03-21T11:14:55Z,21,2,912,1074
314,2025-03-21T10:40:23Z,2025-03-21T11:16:09Z,22,4,3906,4532
314,2025-03-21T10:40:23Z,2025-03-21T11:17:21Z,23,3,1967,2420
314,2025-03-21T10:40:23Z,2025-03-21T11:18:34Z,24,3,1967,2420
314,2025-03-21T10:40:23Z,2025-03-21T11:19:45Z,25,5,8408,9822
314,2025-03-21T10:40:23Z,2025-03-21T11:20:57Z,26,3,1967,2420
314,2025-03-21T10:40:23Z,2025-03-21T11:22:11Z,27,0,0,0
314,2025-03-21T10:40:23Z,2025-03-21T11:23:23Z,28,0,0,0
314,2025-03-21T10:40:23Z,2025-03-21T11:24:37Z,29,1,392,486
314,2025-03-21T10:40:23Z,2025-03-21T11:25:50Z,30,0,0,0
314,2025-03-21T10:40:23Z,2025-03-21T11:27:03Z,31,2,912,1074
314,2025-03-21T10:40:23Z,2025-03-21T11:28:14Z,32,5,8408,9822
314,2025-03-21T10:40:23Z,2025-03-21T11:29:28Z,33,5,8408,9822
314,2025-03-21T10:40:23Z,2025-03-21T11:30:39Z,34,2,912,1074
314,2025-03-21T10:40:23Z,2025-03-21T11:31:51Z,35,3,1967,2420
314,2025-03-21T10:40:23Z,2025-03-21T11:33:03Z,36,4,3906,4532
315,2025-03-25T16:26:26Z,2025-03-25T16:36:46Z,1,5,8408,9822
315,2025-03-25T16:26:26Z,2025-03-25T16:37:59Z,2,2,912,1074
315,2025-03-25T16:26:26Z,2025-03-25T16:39:12Z,3,2,912,1074
315,2025-03-25T16:26:26Z,2025-03-25T16:40:24Z,4,0,0,0
315,2025-03-25T16:26:26Z,2025-03-25T16:41:35Z,5,3,1967,2420
315,2025-03-25T16:26:26Z,2025-03-25T16:42:48Z,6,5,8408,9822
315,2025-03-25T16:26:26Z,2025-03-25T16:43:59Z,7,1,392,486
315,2025-03-25T16:26:26Z,2025-03-25T16:45:13Z,8,2,912,1074
315,2025-03-25T16:26:26Z,2025-03-25T16:46:24Z,9,5,8408,9822
315,2025-03-25T16:26:26Z,2025-03-25T16:47:38Z,10,0,0,0
315,2025-03-25T16:26:26Z,2025-03-25T16:48:50Z,11,2,912,1074
315,2025-03-25T16:26:26Z,2025-03-25T16:50:01Z,12,4,3906,4532
315,2025-03-25T16:26:26Z,2025-03-25T16:51:14Z,13,4,3906,4532
315,2025-03-25T16:26:26Z,2025-03-25T16:52:27Z,14,2,912,1074
315,2025-03-25T16:26:26Z,2025-03-25T16:53:41Z,15,1,392,486
315,2025-03-25T16:26:26Z,2025-03-25T16:54:52Z,16,1,392,486
315,2025-03-25T16:26:26Z,2025-03-25T16:56:05Z,17,0,0,0
315,2025-03-25T16:26:26Z,2025-03-25T16:57:18Z,18,0,0,0
315,2025-03-25T16:26:26Z,2025-03-25T16:58:31Z,19,5,8408,9822
315,2025-03-25T16:26:26Z,2025-03-25T16:59:44Z,20,4,3906,4532
315,2025-03-25T16:26:26Z,2025-03-25T17:00:56Z,21,3,1967,2420
315,2025-03-25T16:26:26Z,2025-03-25T17:02:08Z,22,1,392,486
315,2025-03-25T16:26:26Z,2025-03-25T17:03:22Z,23,5,8408,9822
315,2025-03-25T16:26:26Z,2025-03-25T17:04:34Z,24,5,8408,9822
315,2025-03-25T16:26:26Z,2025-03-25T17:05:45Z,25,3,1967,2420
315,2025-03-25T16:26:26Z,2025-03-25T17:06:57Z,26,4,3906,4532
315,2025-03-25T16:26:26Z,2025-03-25T17:08:09Z,27,1,392,486
315,2025-03-25T16:26:26Z,2025-03-25T17:09:20Z,28,4,3906,4532
315,2025-03-25T16:26:26Z,2025-03-25T17:10:32Z,29,0,0,0
315,2025-03-25T16:26:26Z,2025-03-25T17:11:46Z,30,1,392,486
315,2025-03-25T16:26:26Z,2025-03-25T17:12:59Z,31,3,1967,2420
315,2025-03-25T16:26:26Z,2025-03-25T17:14:10Z,32,2,912,1074
315,2025-03-25T16:26:26Z,2025-03-25T17:15:22Z,33,3,1967,2420
315,2025-03-25T16:26:26Z,2025-03-25T17:16:36Z,34,3,1967,2420
315,2025-03-25T16:26:26Z,2025-03-25T17:17:48Z,35,0,0,0
315,2025-03-25T16:26:26Z,2025-03-25T17:19:01Z,36,4,3906,4532
317,2025-03-27T14:17:10Z,2025-03-27T14:27:30Z,1,5,8408,9822
317,2025-03-27T14:17:10Z,2025-03-27T14:28:43Z,2,5,8408,9822
317,2025-03-27T14:17:10Z,2025-03-27T14:29:55Z,3,3,1967,2420
317,2025-03-27T14:17:10Z,2025-03-27T14:31:08Z,4,4,3906,4532
317,2025-03-27T14:17:10Z,2025-03-27T14:32:22Z,5,2,912,1074
317,2025-03-27T14:17:10Z,2025-03-27T14:33:34Z,6,4,3906,4532
317,2025-03-27T14:17:10Z,2025-03-27T14:34:46Z,7,3,1967,2420
317,2025-03-27T14:17:10Z,2025-03-27T14:36:00Z,8,3,1967,2420
317,2025-03-27T14:17:10Z,2025-03-27T14:37:11Z,9,2,912,1074
317,2025-03-27T14:17:10Z,2025-03-27T14:38:22Z,10,2,912,1074
317,2025-03-27T14:17:10Z,2025-03-27T14:39:34Z,11,0,0,0
317,2025-03-27T14:17:10Z,2025-03-27T14:40:45Z,12,5,8408,9822
317,2025-03-27T14:17:10Z,2025-03-27T14:41:59Z,13,0,0,0
317,2025-03-27T14:17:10Z,2025-03-27T14:43:12Z,14,3,1967,2420
317,2025-03-27T14:17:10Z,2025-03-27T14:44:25Z,15,0,0,0
317,2025-03-27T14:17:10Z,2025-03-27T14:45:38Z,16,1,392,486
317,2025-03-27T14:17:10Z,2025-03-27T14:46:52Z,17,3,1967,2420
317,2025-03-27T14:17:10Z,2025-03-27T14:48:04Z,18,1,392,486
317,2025-03-27T14:17:10Z,2025-03-27T14:49:16Z,19,4,3906,4532
317,2025-03-27T14:17:10Z,2025-03-27T14:50:28Z,20,4,3906,4532
317,2025-03-27T14:17:10Z,2025-03-27T14:51:41Z,21,1,392,486
317,2025-03-27T14:17:10Z,2025-03-27T14:52:52Z,22,0,0,0
317,2025-03-27T14:17:10Z,2025-03-27T14:54:04Z,23,4,3906,4532
317,2025-03-27T14:17:10Z,2025-03-27T14:55:16Z,24,0,0,0
317,2025-03-27T14:17:10Z,2025-03-27T14:56:29Z,25,0,0,0
317,2025-03-27T14:17:10Z,2025-03-27T14:57:40Z,26,2,912,1074
317,2025-03-27T14:17:10Z,2025-03-27T14:58:51Z,27,3,1967,2420
317,2025-03-27T14:17:10Z,2025-03-27T15:00:03Z,28,5,8408,9822
317,2025-03-27T14:17:10Z,2025-03-27T15:01:17Z,29,1,392,486
317,2025-03-27T14:17:10Z,2025-03-27T15:02:31Z,30,2,912,1074
317,2025-03-27T14:17:10Z,2025-03-27T15:03:42Z,31,1,392,486
317,2025-03-27T14:17:10Z,2025-03-27T15:04:53Z,32,1,392,486
317,2025-03-27T14:17:10Z,2025-03-27T15:06:06Z,33,5,8408,9822
317,2025-03-27T14:17:10Z,2025-03-27T15:07:18Z,34,2,912,1074
317,2025-03-27T14:17:10Z,2025-03-27T15:08:32Z,35,5,8408,9822
317,2025-03-27T14:17:10Z,2025-03-27T15:09:45Z,36,4,3906,4532
319,2025-04-03T09:28:36Z,2025-04-03T09:38:54Z,1,5,8408,9822
319,2025-04-03T09:28:36Z,2025-04-03T09:40:05Z,2,5,8408,9822
319,2025-04-03T09:28:36Z,2025-04-03T09:41:17Z,3,1,392,486
319,2025-04-03T09:28:36Z,2025-04-03T09:42:30Z,4,1,392,486
319,2025-04-03T09:28:36Z,2025-04-03T09:43:42Z,5,5,8408,9822
319,2025-04-03T09:28:36Z,2025-04-03T09:44:54Z,6,4,3906,4532
319,2025-04-03T09:28:36Z,2025-04-03T09:46:06Z,7,0,0,0
319,2025-04-03T09:28:36Z,2025-04-03T09:47:17Z,8,4,3906,4532
319,2025-04-03T09:28:36Z,2025-04-03T09:48:28Z,9,4,3906,4532
319,2025-04-03T09:28:36Z,2025-04-03T09:49:40Z,10,3,1967,2420
319,2025-04-03T09:28:36Z,2025-04-03T09:50:51Z,11,1,392,486
319,2025-04-03T09:28:36Z,2025-04-03T09:52:03Z,12,3,1967,2420
319,2025-04-03T09:28:36Z,2025-04-03T09:53:15Z,13,5,8408,9822
319,2025-04-03T09:28:36Z,2025-04-03T09:54:28Z,14,3,1967,2420
319,2025-04-03T09:28:36Z,2025-04-03T09:55:41Z,15,4,3906,4532
319,2025-04-03T09:28:36Z,2025-04-03T09:56:52Z,16,2,912,1074
319,2025-04-03T09:28:36Z,2025-04-03T09:58:05Z,17,1,392,486
319,2025-04-03T09:28:36Z,2025-04-03T09:59:16Z,18,4,3906,4532
319,2025-04-03T09:28:36Z,2025-04-03T10:00:29Z,19,1,392,486
319,2025-04-03T09:28:36Z,2025-04-03T10:01:42Z,20,0,0,0
319,2025-04-03T09:28:36Z,2025-04-03T10:02:56Z,21,1,392,486
319,2025-04-03T09:28:36Z,2025-04-03T10:04:09Z,22,2,912,1074
319,2025-04-03T09:28:36Z,2025-04-03T10:05:20Z,23,0,0,0
319,2025-04-03T09:28:36Z,2025-04-03T10:06:34Z,24,2,912,1074
319,2025-04-03T09:28:36Z,2025-04-03T10:07:46Z,25,3,1967,2420
319,2025-04-03T09:28:36Z,2025-04-03T10:08:57Z,26,0,0,0
319,2025-04-03T09:28:36Z,2025-04-03T10:10:09Z,27,3,1967,2420
319,2025-04-03T09:28:36Z,2025-04-03T10:11:22Z,28,3,1967,2420
319,2025-04-03T09:28:36Z,2025-04-03T10:12:36Z,29,2,912,1074
319,2025-04-03T09:28:36Z,2025-04-03T10:13:49Z,30,5,8408,9822
319,2025-04-03T09:28:36Z,2025-04-03T10:15:01Z,31,0,0,0
319,2025-04-03T09:28:36Z,2025-04-03T10:16:14Z,32,0,0,0
319,2025-04-03T09:28:36Z,2025-04-03T10:17:28Z,33,5,8408,9822
319,2025-04-03T09:28:36Z,2025-04-03T10:18:41Z,34,2,912,1074
319,2025-04-03T09:28:36Z,2025-04-03T10:19:54Z,35,2,912,1074
319,2025-04-03T09:28:36Z,2025-04-03T10:21:05Z,36,4,3906,4532
321,2025-04-08T09:22:04Z,2025-04-08T09:32:23Z,1,5,8408,9822
321,2025-04-08T09:22:04Z,2025-04-08T09:33:36Z,2,0,0,0
321,2025-04-08T09:22:04Z,2025-04-08T09:34:48Z,3,1,392,486
321,2025-04-08T09:22:04Z,2025-04-08T09:36:00Z,4,5,8408,9822
321,2025-04-08T09:22:04Z,2025-04-08T09:37:12Z,5,1,392,486
321,2025-04-08T09:22:04Z,2025-04-08T09:38:24Z,6,4,3906,4532
321,2025-04-08T09:22:04Z,2025-04-08T09:39:37Z,7,3,1967,2420
321,2025-04-08T09:22:04Z,2025-04-08T09:40:48Z,8,2,912,1074
321,2025-04-08T09:22:04Z,2025-04-08T09:42:01Z,9,4,3906,4532
321,2025-04-08T09:22:04Z,2025-04-08T09:43:13Z,10,2,912,1074
321,2025-04-08T09:22:04Z,2025-04-08T09:44:26Z,11,3,1967,2420
321,2025-04-08T09:22:04Z,2025-04-08T09:45:38Z,12,5,8408,9822
321,2025-04-08T09:22:04Z,2025-04-08T09:46:50Z,13,2,912,1074
321,2025-04-08T09:22:04Z,2025-04-08T09:48:02Z,14,5,8408,9822
321,2025-04-08T09:22:04Z,2025-04-08T09:49:16Z,15,5,8408,9822
321,2025-04-08T09:22:04Z,2025-04-08T09:50:29Z,16,4,3906,4532
321,2025-04-08T09:22:04Z,2025-04-08T09:51:40Z,17,1,392,486
321,2025-04-08T09:22:04Z,2025-04-08T09:52:54Z,18,0,0,0
321,2025-04-08T09:22:04Z,2025-04-08T09:54:07Z,19,5,8408,9822
321,2025-04-08T09:22:04Z,2025-04-08T09:55:21Z,20,3,1967,2420
321,2025-04-08T09:22:04Z,2025-04-08T09:56:35Z,21,0,0,0
321,2025-04-08T09:22:04Z,2025-04-08T09:57:47Z,22,2,912,1074
321,2025-04-08T09:22:04Z,2025-04-08T09:58:59Z,23,2,912,1074
321,2025-04-08T09:22:04Z,2025-04-08T10:00:13Z,24,0,0,0
321,2025-04-08T09:22:04Z,2025-04-08T10:01:26Z,25,4,3906,4532
321,2025-04-08T09:22:04Z,2025-04-08T10:02:38Z,26,0,0,0
321,2025-04-08T09:22:04Z,2025-04-08T10:03:51Z,27,0,0,0
321,2025-04-08T09:22:04Z,2025-04-08T10:05:02Z,28,3,1967,2420
321,2025-04-08T09:22:04Z,2025-04-08T10:06:15Z,29,1,392,486
321,2025-04-08T09:22:04Z,2025-04-08T10:07:27Z,30,1,392,486
321,2025-04-08T09:22:04Z,2025-04-08T10:08:38Z,31,2,912,1074
321,2025-04-08T09:22:04Z,2025-04-08T10:09:51Z,32,1,392,486
321,2025-04-08T09:22:04Z,2025-04-08T10:11:02Z,33,3,1967,2420
321,2025-04-08T09:22:04Z,2025-04-08T10:12:13Z,34,3,1967,2420
321,2025-04-08T09:22:04Z,2025-04-08T10:13:25Z,35,4,3906,4532
321,2025-04-08T09:22:04Z,2025-04-08T10:14:36Z,36,4,3906,4532
322,2025-04-09T15:24:13Z,2025-04-09T15:35:04Z,1,5,8408,9822
322,2025-04-09T15:24:13Z,2025-04-09T15:36:17Z,2,3,1967,2420
322,2025-04-09T15:24:13Z,2025-04-09T15:37:30Z,3,5,8408,9822
322,2025-04-09T15:24:13Z,2025-04-09T15:38:41Z,4,1,392,486
322,2025-04-09T15:24:13Z,2025-04-09T15:39:53Z,5,5,8408,9822
322,2025-04-09T15:24:13Z,2025-04-09T15:41:05Z,6,4,3906,4532
322,2025-04-09T15:24:13Z,2025-04-09T15:42:16Z,7,0,0,0
322,2025-04-09T15:24:13Z,2025-04-09T15:43:30Z,8,1,392,486
322,2025-04-09T15:24:13Z,2025-04-09T15:44:41Z,9,1,392,486
322,2025-04-09T15:24:13Z,2025-04-09T15:45:53Z,10,2,912,1074
322,2025-04-09T15:24:13Z,2025-04-09T15:47:07Z,11,1,392,486
322,2025-04-09T15:24:13Z,2025-04-09T15:48:18Z,12,3,1967,2420
322,2025-04-09T15:24:13Z,2025-04-09T15:49:32Z,13,1,392,486
322,2025-04-09T15:24:13Z,2025-04-09T15:50:45Z,14,4,3906,4532
324,2025-04-11T13:05:46Z,2025-04-11T13:16:09Z,1,5,8408,9822
324,2025-04-11T13:05:46Z,2025-04-11T13:17:22Z,2,1,392,486
324,2025-04-11T13:05:46Z,2025-04-11T13:18:36Z,3,4,3906,4532
324,2025-04-11T13:05:46Z,2025-04-11T13:19:48Z,4,4,3906,4532
324,2025-04-11T13:05:46Z,2025-04-11T13:20:59Z,5,3,1967,2420
324,2025-04-11T13:05:46Z,2025-04-11T13:22:10Z,6,1,392,486
324,2025-04-11T13:05:46Z,2025-04-11T13:23:22Z,7,1,392,486
324,2025-04-11T13:05:46Z,2025-04-11T13:24:35Z,8,5,8408,9822
324,2025-04-11T13:05:46Z,2025-04-11T13:25:48Z,9,0,0,0
324,2025-04-11T13:05:46Z,2025-04-11T13:27:00Z,10,4,3906,4532
324,2025-04-11T13:05:46Z,2025-04-11T13:28:14Z,11,2,912,1074
324,2025-04-11T13:05:46Z,2025-04-11T13:29:26Z,12,1,392,486
324,2025-04-11T13:05:46Z,2025-04-11T13:30:38Z,13,0,0,0
324,2025-04-11T13:05:46Z,2025-04-11T13:31:50Z,14,3,1967,2420
324,2025-04-11T13:05:46Z,2025-04-11T13:33:03Z,15,4,3906,4532
324,2025-04-11T13:05:46Z,2025-04-11T13:34:16Z,16,0,0,0
324,2025-04-11T13:05:46Z,2025-04-11T13:35:30Z,17,0,0,0
324,2025-04-11T13:05:46Z,2025-04-11T13:36:43Z,18,5,8408,9822
324,2025-04-11T13:05:46Z,2025-04-11T13:37:55Z,19,4,3906,4532
324,2025-04-11T13:05:46Z,2025-04-11T13:39:07Z,20,1,392,486
324,2025-04-11T13:05:46Z,2025-04-11T13:40:20Z,21,2,912,1074
324,2025-04-11T13:05:46Z,2025-04-11T13:41:34Z,22,3,1967,2420
324,2025-04-11T13:05:46Z,2025-04-11T13:42:48Z,23,2,912,1074
324,2025-04-11T13:05:46Z,2025-04-11T13:44:00Z,24,5,8408,9822
324,2025-04-11T13:05:46Z,2025-04-11T13:45:35Z,25,2,912,1074
324,2025-04-11T13:05:46Z,2025-04-11T13:46:46Z,26,2,912,1074
324,2025-04-11T13:05:46Z,2025-04-11T13:48:00Z,27,0,0,0
324,2025-04-11T13:05:46Z,2025-04-11T13:49:13Z,28,1,392,486
324,2025-04-11T13:05:46Z,2025-04-11T13:50:25Z,29,3,1967,2420
324,2025-04-11T13:05:46Z,2025-04-11T13:51:37Z,30,5,8408,9822
324,2025-04-11T13:05:46Z,2025-04-11T13:52:51Z,31,5,8408,9822
324,2025-04-11T13:05:46Z,2025-04-11T13:54:03Z,32,3,1967,2420
324,2025-04-11T13:05:46Z,2025-04-11T13:55:16Z,33,3,1967,2420
324,2025-04-11T13:05:46Z,2025-04-11T13:56:28Z,34,0,0,0
324,2025-04-11T13:05:46Z,2025-04-11T13:57:41Z,35,2,912,1074
324,2025-04-11T13:05:46Z,2025-04-11T13:58:52Z,36,4,3906,4532
327,2025-04-17T09:22:01Z,2025-04-17T09:32:19Z,1,5,8408,9822
327,2025-04-17T09:22:01Z,2025-04-17T09:33:31Z,2,2,912,1074
327,2025-04-17T09:22:01Z,2025-04-17T09:34:42Z,3,4,3906,4532
327,2025-04-17T09:22:01Z,2025-04-17T09:35:53Z,4,1,392,486
327,2025-04-17T09:22:01Z,2025-04-17T09:37:07Z,5,5,8408,9822
327,2025-04-17T09:22:01Z,2025-04-17T09:38:18Z,6,1,392,486
327,2025-04-17T09:22:01Z,2025-04-17T09:39:29Z,7,2,912,1074
327,2025-04-17T09:22:01Z,2025-04-17T09:40:40Z,8,5,8408,9822
327,2025-04-17T09:22:01Z,2025-04-17T09:41:52Z,9,0,0,0
327,2025-04-17T09:22:01Z,2025-04-17T09:43:04Z,10,2,912,1074
327,2025-04-17T09:22:01Z,2025-04-17T09:44:16Z,11,2,912,1074
327,2025-04-17T09:22:01Z,2025-04-17T09:45:28Z,12,3,1967,2420
327,2025-04-17T09:22:01Z,2025-04-17T09:46:41Z,13,2,912,1074
327,2025-04-17T09:22:01Z,2025-04-17T09:47:55Z,14,0,0,0
327,2025-04-17T09:22:01Z,2025-04-17T09:49:08Z,15,3,1967,2420
327,2025-04-17T09:22:01Z,2025-04-17T09:50:20Z,16,0,0,0
327,2025-04-17T09:22:01Z,2025-04-17T09:51:33Z,17,1,392,486
327,2025-04-17T09:22:01Z,2025-04-17T09:52:45Z,18,1,392,486
327,2025-04-17T09:22:01Z,2025-04-17T09:53:57Z,19,4,3906,4532
327,2025-04-17T09:22:01Z,2025-04-17T09:55:09Z,20,3,1967,2420
327,2025-04-17T09:22:01Z,2025-04-17T09:56:21Z,21,5,8408,9822
327,2025-04-17T09:22:01Z,2025-04-17T09:57:34Z,22,4,3906,4532
327,2025-04-17T09:22:01Z,2025-04-17T09:58:45Z,23,2,912,1074
327,2025-04-17T09:22:01Z,2025-04-17T09:59:56Z,24,1,392,486
327,2025-04-17T09:22:01Z,2025-04-17T10:01:09Z,25,3,1967,2420
327,2025-04-17T09:22:01Z,2025-04-17T10:02:20Z,26,3,1967,2420
327,2025-04-17T09:22:01Z,2025-04-17T10:03:33Z,27,1,392,486
327,2025-04-17T09:22:01Z,2025-04-17T10:04:46Z,28,0,0,0
327,2025-04-17T09:22:01Z,2025-04-17T10:05:59Z,29,4,3906,4532
327,2025-04-17T09:22:01Z,2025-04-17T10:07:12Z,30,4,3906,4532
327,2025-04-17T09:22:01Z,2025-04-17T10:08:23Z,31,0,0,0
327,2025-04-17T09:22:01Z,2025-04-17T10:09:34Z,32,0,0,0
327,2025-04-17T09:22:01Z,2025-04-17T10:10:47Z,33,5,8408,9822
327,2025-04-17T09:22:01Z,2025-04-17T10:11:58Z,34,5,8408,9822
327,2025-04-17T09:22:01Z,2025-04-17T10:13:12Z,35,3,1967,2420
327,2025-04-17T09:22:01Z,2025-04-17T10:14:23Z,36,4,3906,4532
328,2025-04-24T15:36:55Z,2025-04-24T15:47:08Z,1,5,8408,9822
328,2025-04-24T15:36:55Z,2025-04-24T15:48:21Z,2,0,0,0
328,2025-04-24T15:36:55Z,2025-04-24T15:49:33Z,3,2,912,1074
328,2025-04-24T15:36:55Z,2025-04-24T15:50:46Z,4,4,3906,4532
328,2025-04-24T15:36:55Z,2025-04-24T15:52:00Z,5,3,1967,2420
328,2025-04-24T15:36:55Z,2025-04-24T15:53:12Z,6,0,0,0
328,2025-04-24T15:36:55Z,2025-04-24T15:54:25Z,7,5,8408,9822
328,2025-04-24T15:36:55Z,2025-04-24T15:55:37Z,8,4,3906,4532
328,2025-04-24T15:36:55Z,2025-04-24T15:56:50Z,9,0,0,0
328,2025-04-24T15:36:55Z,2025-04-24T15:58:01Z,10,4,3906,4532
328,2025-04-24T15:36:55Z,2025-04-24T15:59:14Z,11,1,392,486
328,2025-04-24T15:36:55Z,2025-04-24T16:00:27Z,12,2,912,1074
328,2025-04-24T15:36:55Z,2025-04-24T16:01:41Z,13,3,1967,2420
328,2025-04-24T15:36:55Z,2025-04-24T16:02:53Z,14,2,912,1074
328,2025-04-24T15:36:55Z,2025-04-24T16:04:06Z,15,1,392,486
328,2025-04-24T15:36:55Z,2025-04-24T16:05:17Z,16,0,0,0
328,2025-04-24T15:36:55Z,2025-04-24T16:06:30Z,17,1,392,486
328,2025-04-24T15:36:55Z,2025-04-24T16:07:42Z,18,3,1967,2420
328,2025-04-24T15:36:55Z,2025-04-24T16:08:54Z,19,5,8408,9822
328,2025-04-24T15:36:55Z,2025-04-24T16:10:07Z,20,1,392,486
328,2025-04-24T15:36:55Z,2025-04-24T16:11:19Z,21,4,3906,4532
328,2025-04-24T15:36:55Z,2025-04-24T16:12:31Z,22,4,3906,4532
328,2025-04-24T15:36:55Z,2025-04-24T16:13:43Z,23,2,912,1074
328,2025-04-24T15:36:55Z,2025-04-24T16:14:54Z,24,0,0,0
328,2025-04-24T15:36:55Z,2025-04-24T16:16:06Z,25,0,0,0
328,2025-04-24T15:36:55Z,2025-04-24T16:17:20Z,26,3,1967,2420
328,2025-04-24T15:36:55Z,2025-04-24T16:18:33Z,27,3,1967,2420
328,2025-04-24T15:36:55Z,2025-04-24T16:19:47Z,28,1,392,486
328,2025-04-24T15:36:55Z,2025-04-24T16:21:01Z,29,1,392,486
328,2025-04-24T15:36:55Z,2025-04-24T16:22:13Z,30,5,8408,9822
328,2025-04-24T15:36:55Z,2025-04-24T16:23:26Z,31,5,8408,9822
328,2025-04-24T15:36:55Z,2025-04-24T16:24:39Z,32,2,912,1074
328,2025-04-24T15:36:55Z,2025-04-24T16:25:51Z,33,2,912,1074
328,2025-04-24T15:36:55Z,2025-04-24T16:27:04Z,34,5,8408,9822
328,2025-04-24T15:36:55Z,2025-04-24T16:28:17Z,35,3,1967,2420
328,2025-04-24T15:36:55Z,2025-04-24T16:29:29Z,36,4,3906,4532
329,2025-05-06T08:03:12Z,2025-05-06T08:13:31Z,1,5,8408,9822
329,2025-05-06T08:03:12Z,2025-05-06T08:14:43Z,2,4,3906,4532
329,2025-05-06T08:03:12Z,2025-05-06T08:15:57Z,3,0,0,0
329,2025-05-06T08:03:12Z,2025-05-06T08:17:09Z,4,1,392,486
329,2025-05-06T08:03:12Z,2025-05-06T08:18:21Z,5,1,392,486
329,2025-05-06T08:03:12Z,2025-05-06T08:19:33Z,6,4,3906,4532
329,2025-05-06T08:03:12Z,2025-05-06T08:20:44Z,7,1,392,486
329,2025-05-06T08:03:12Z,2025-05-06T08:21:58Z,8,5,8408,9822
329,2025-05-06T08:03:12Z,2025-05-06T08:23:10Z,9,2,912,1074
329,2025-05-06T08:03:12Z,2025-05-06T08:24:22Z,10,4,3906,4532
329,2025-05-06T08:03:12Z,2025-05-06T08:25:35Z,11,3,1967,2420
329,2025-05-06T08:03:12Z,2025-05-06T08:26:47Z,12,4,3906,4532
329,2025-05-06T08:03:12Z,2025-05-06T08:28:01Z,13,2,912,1074
329,2025-05-06T08:03:12Z,2025-05-06T08:29:14Z,14,1,392,486
329,2025-05-06T08:03:12Z,2025-05-06T08:30:25Z,15,0,0,0
329,2025-05-06T08:03:12Z,2025-05-06T08:31:38Z,16,3,1967,2420
329,2025-05-06T08:03:12Z,2025-05-06T08:32:50Z,17,5,8408,9822
329,2025-05-06T08:03:12Z,2025-05-06T08:34:02Z,18,0,0,0
329,2025-05-06T08:03:12Z,2025-05-06T08:35:14Z,19,0,0,0
329,2025-05-06T08:03:12Z,2025-05-06T08:36:27Z,20,5,8408,9822
329,2025-05-06T08:03:12Z,2025-05-06T08:37:39Z,21,5,8408,9822
329,2025-05-06T08:03:12Z,2025-05-06T08:38:50Z,22,1,392,486
329,2025-05-06T08:03:12Z,2025-05-06T08:40:04Z,23,2,912,1074
329,2025-05-06T08:03:12Z,2025-05-06T08:41:15Z,24,0,0,0
329,2025-05-06T08:03:12Z,2025-05-06T08:42:27Z,25,2,912,1074
329,2025-05-06T08:03:12Z,2025-05-06T08:43:38Z,26,5,8408,9822
329,2025-05-06T08:03:12Z,2025-05-06T08:44:51Z,27,3,1967,2420
329,2025-05-06T08:03:12Z,2025-05-06T08:46:04Z,28,1,392,486
329,2025-05-06T08:03:12Z,2025-05-06T08:47:18Z,29,3,1967,2420
329,2025-05-06T08:03:12Z,2025-05-06T08:48:31Z,30,2,912,1074
329,2025-05-06T08:03:12Z,2025-05-06T08:49:45Z,31,2,912,1074
329,2025-05-06T08:03:12Z,2025-05-06T08:50:57Z,32,3,1967,2420
329,2025-05-06T08:03:12Z,2025-05-06T08:52:10Z,33,3,1967,2420
329,2025-05-06T08:03:12Z,2025-05-06T08:53:24Z,34,0,0,0
329,2025-05-06T08:03:12Z,2025-05-06T08:54:38Z,35,4,3906,4532
329,2025-05-06T08:03:12Z,2025-05-06T08:55:51Z,36,4,3906,4532
330,2025-05-27T08:04:54Z,2025-05-27T08:15:11Z,1,5,8408,9822
330,2025-05-27T08:04:54Z,2025-05-27T08:16:23Z,2,2,912,1074
330,2025-05-27T08:04:54Z,2025-05-27T08:17:34Z,3,3,1967,2420
330,2025-05-27T08:04:54Z,2025-05-27T08:18:47Z,4,5,8408,9822
330,2025-05-27T08:04:54Z,2025-05-27T08:19:59Z,5,3,1967,2420
330,2025-05-27T08:04:54Z,2025-05-27T08:21:11Z,6,4,3906,4532
330,2025-05-27T08:04:54Z,2025-05-27T08:22:25Z,7,3,1967,2420
330,2025-05-27T08:04:54Z,2025-05-27T08:23:36Z,8,2,912,1074
330,2025-05-27T08:04:54Z,2025-05-27T08:24:50Z,9,0,0,0
